"Profile.Name","Start.Time","Duration","Attributes","Title","Supplemental.Video.Type","Device.Type","Bookmark","Latest.Bookmark","Country"
"Astrid",2019-06-07 23:17:14,"00:02:58","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: King (Episode 13)","","Netflix Chrome MAC (Cadmium) HTML 5","00:19:55","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-07 19:16:41,"00:17:16","Autoplayed: user action: None; ","Good Girls: Season 2: King (Episode 13)","","Netflix Chrome MAC (Cadmium) HTML 5","00:16:57","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-07 18:35:35,"00:41:05","Autoplayed: user action: None; ","Good Girls: Season 2: Jeff (Episode 12)","","Netflix Chrome MAC (Cadmium) HTML 5","00:41:14","00:41:14","GB (United Kingdom)"
"Astrid",2019-06-07 18:30:32,"00:05:02","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: Hunting Season (Episode 11)","","Netflix Chrome MAC (Cadmium) HTML 5","00:41:31","00:41:31","GB (United Kingdom)"
"Astrid",2019-06-07 18:30:23,"00:00:06","Autoplayed: user action: None; ","Good Girls: Season 1_hook_primary_16x9","HOOK","Netflix Chrome MAC (Cadmium) HTML 5","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2019-06-06 21:36:38,"00:36:20","","Good Girls: Season 2: Hunting Season (Episode 11)","","Netflix Chrome MAC (Cadmium) HTML 5","00:36:29","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-06 20:52:44,"00:41:09","Autoplayed: user action: None; ","Good Girls: Season 2: This Land Is Your Land (Episode 10)","","Netflix Chrome MAC (Cadmium) HTML 5","00:41:18","00:41:18","GB (United Kingdom)"
"Astrid",2019-06-06 20:02:35,"00:41:15","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: One Last Time (Episode 9)","","Netflix Chrome MAC (Cadmium) HTML 5","00:41:16","00:41:16","GB (United Kingdom)"
"Astrid",2019-06-06 20:01:12,"00:01:16","Autoplayed: user action: None; ","Dead to Me : Season 1 (Trailer)","TRAILER","Netflix Chrome MAC (Cadmium) HTML 5","00:01:16","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-05 21:18:44,"00:00:02","Autoplayed: user action: None; ","Good Girls: Season 2: One Last Time (Episode 9)","","Netflix Chrome MAC (Cadmium) HTML 5","00:00:11","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-05 20:37:07,"00:41:36","","Good Girls: Season 2: Thelma and Louise (Episode 8)","","Netflix Chrome MAC (Cadmium) HTML 5","00:41:45","00:41:45","GB (United Kingdom)"
"Astrid",2019-06-05 19:55:14,"00:39:56","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: The Dubby (Episode 7)","","Netflix Chrome MAC (Cadmium) HTML 5","00:39:56","00:39:56","GB (United Kingdom)"
"Astrid",2019-06-05 19:54:12,"00:00:33","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: This Land Is Your Land (Episode 10)","","Netflix Chrome MAC (Cadmium) HTML 5","00:00:33","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-05 19:51:19,"00:02:40","Autoplayed: user action: None; ","Always Be My Maybe (Trailer)","TRAILER","Netflix Chrome MAC (Cadmium) HTML 5","00:00:00","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-05 00:47:10,"00:41:09","Autoplayed: user action: None; ","Good Girls: Season 2: One Last Time (Episode 9)","","FireTV Stick 2016","00:41:17","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-05 00:05:32,"00:41:37","Autoplayed: user action: None; ","Good Girls: Season 2: Thelma and Louise (Episode 8)","","FireTV Stick 2016","00:41:45","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-04 23:25:40,"00:39:50","Autoplayed: user action: None; ","Good Girls: Season 2: The Dubby (Episode 7)","","FireTV Stick 2016","00:39:58","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-04 22:45:56,"00:39:43","Autoplayed: user action: None; ","Good Girls: Season 2: Take Off Your Pants (Episode 6)","","FireTV Stick 2016","00:39:51","00:39:51","GB (United Kingdom)"
"Astrid",2019-06-04 22:05:00,"00:40:50","Autoplayed: user action: Unspecified; ","Good Girls: Season 2: Everything Must Go (Episode 5)","","FireTV Stick 2016","00:40:36","00:40:36","GB (United Kingdom)"
"Astrid",2019-06-04 21:23:34,"00:41:24","Autoplayed: user action: None; ","Good Girls: Season 2: Pick Your Poison (Episode 4)","","FireTV Stick 2016","00:41:32","00:41:32","GB (United Kingdom)"
"Astrid",2019-06-04 20:43:11,"00:40:21","Autoplayed: user action: None; ","Good Girls: Season 2: You Have Reached the Voicemail of Leslie Peterson (Episode 3)","","FireTV Stick 2016","00:40:29","00:40:29","GB (United Kingdom)"
"Astrid",2019-06-04 20:01:56,"00:41:13","","Good Girls: Season 2: Slow Down, Children at Play (Episode 2)","","FireTV Stick 2016","00:41:21","00:41:21","GB (United Kingdom)"
"Astrid",2019-06-04 19:22:03,"00:39:50","","Good Girls: Season 2: I'd Rather Be Crafting (Episode 1)","","FireTV Stick 2016","00:41:04","00:41:04","GB (United Kingdom)"
"Astrid",2019-06-04 19:20:36,"00:01:16","","Good Girls: Season 2: I'd Rather Be Crafting (Episode 1)","","FireTV Stick 2016","00:01:16","Not latest view","GB (United Kingdom)"
"Astrid",2019-06-04 19:19:02,"00:01:30","Autoplayed: user action: None; ","Good Girls: Season 1 (Recap)","RECAP","FireTV Stick 2016","00:01:30","00:01:30","GB (United Kingdom)"
"Astrid",2019-06-04 19:18:45,"00:00:03","Autoplayed: user action: None; ","Good Girls: Season 1: Mo Money Mo Problems (Episode 2)","","FireTV Stick 2016","00:00:03","00:00:03","GB (United Kingdom)"
"Astrid",2019-05-31 18:25:57,"00:01:59","","Selling Houses with Sarah Beeny: Season 2: Maidstone (Episode 1)","","FireTV Stick 2016","00:01:59","00:01:59","GB (United Kingdom)"
"Astrid",2019-05-26 21:41:27,"00:02:59","","Master of None: Season 2: Door #3 (Episode 7)","","Netflix Firefox MAC (Cadmium) HTML 5","00:02:56","00:02:56","GB (United Kingdom)"
"Astrid",2019-05-26 21:40:56,"00:00:28","Autoplayed: user action: Unspecified; ","Master of None: Season 2: New York, I Love You (Episode 6)","","Netflix Firefox MAC (Cadmium) HTML 5","00:01:18","00:01:18","GB (United Kingdom)"
"Astrid",2019-05-26 21:40:51,"00:00:02","Autoplayed: user action: Unspecified; ","Master of None: Season 2: The Dinner Party (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:00:02","00:00:02","GB (United Kingdom)"
"Astrid",2019-05-26 21:14:16,"00:23:57","Autoplayed: user action: None; ","Master of None: Season 2: First Date (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","00:24:02","00:24:02","GB (United Kingdom)"
"Astrid",2019-05-26 20:53:10,"00:19:15","Autoplayed: user action: None; ","Master of None: Season 2: Religion (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:19:20","00:19:20","GB (United Kingdom)"
"Astrid",2019-05-26 20:27:03,"00:26:06","Autoplayed: user action: None; ","Master of None: Season 2: Le Nozze (Episode 2)","","Netflix Firefox MAC (Cadmium) HTML 5","00:26:16","00:26:16","GB (United Kingdom)"
"Astrid",2019-05-26 19:54:42,"00:27:53","Autoplayed: user action: None; ","Master of None: Season 2: The Thief (Episode 1)","","Netflix Firefox MAC (Cadmium) HTML 5","00:27:58","00:27:58","GB (United Kingdom)"
"Astrid",2019-05-26 19:26:30,"00:28:07","Autoplayed: user action: None; ","Master of None: Season 1: Finale (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:27:22","00:27:22","GB (United Kingdom)"
"Astrid",2019-05-26 19:18:38,"00:07:50","Autoplayed: user action: Unspecified; ","Master of None: Season 1: Mornings (Episode 9)","","Netflix Firefox MAC (Cadmium) HTML 5","00:25:09","00:25:09","GB (United Kingdom)"
"Astrid",2019-05-25 21:01:55,"00:02:12","Autoplayed: user action: None; ","WHAT / IF: Part I (Trailer)","TRAILER","FireTV Stick 2016","00:02:12","00:02:12","GB (United Kingdom)"
"Astrid",2019-05-25 18:44:38,"02:14:47","Autoplayed: user action: Unspecified; ","ROMA","","FireTV Stick 2016","02:14:47","02:14:47","GB (United Kingdom)"
"Astrid",2019-05-25 18:42:35,"00:00:11","Autoplayed: user action: None; ","Brené Brown: The Call to Courage (Trailer)","TRAILER","FireTV Stick 2016","00:00:11","00:00:11","GB (United Kingdom)"
"Astrid",2019-05-25 18:41:42,"00:00:16","Autoplayed: user action: None; ","WHAT / IF: Part I (Trailer)","TRAILER","FireTV Stick 2016","00:00:16","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-24 22:30:08,"00:16:38","Autoplayed: user action: None; ","Master of None: Season 1: Mornings (Episode 9)","","FireTV Stick 2016","00:17:19","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-24 22:03:52,"00:25:54","Autoplayed: user action: Unspecified; ","Master of None: Season 1: Old People (Episode 8)","","FireTV Stick 2016","00:25:51","00:25:51","GB (United Kingdom)"
"Astrid",2019-05-24 21:39:08,"00:23:44","","Master of None: Season 1: Ladies and Gentlemen (Episode 7)","","FireTV Stick 2016","00:24:31","00:24:31","GB (United Kingdom)"
"Astrid",2019-05-24 21:35:12,"00:00:13","Autoplayed: user action: Unspecified; ","Flowers: Season 1: Episode 2","","FireTV Stick 2016","00:00:13","00:00:13","GB (United Kingdom)"
"Astrid",2019-05-24 21:34:33,"00:00:13","","Master of None: Season 1: Nashville (Episode 6)","","FireTV Stick 2016","00:00:13","00:00:13","GB (United Kingdom)"
"Astrid",2019-05-24 21:33:26,"00:00:51","Autoplayed: user action: Unspecified; ","Master of None: Season 1: Ladies and Gentlemen (Episode 7)","","FireTV Stick 2016","00:00:14","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-18 17:20:13,"00:06:20","Autoplayed: user action: None; ","Master of None: Season 1: Ladies and Gentlemen (Episode 7)","","Apple iPad Mini 4 WiFi","00:06:25","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-18 16:54:10,"00:26:01","Autoplayed: user action: None; ","Master of None: Season 1: Nashville (Episode 6)","","Apple iPad Mini 4 WiFi","00:26:06","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-18 16:20:50,"00:28:43","Autoplayed: user action: None; ","Master of None: Season 1: The Other Man (Episode 5)","","Apple iPad Mini 4 WiFi","00:28:48","00:28:48","GB (United Kingdom)"
"Astrid",2019-05-18 15:51:58,"00:28:50","Autoplayed: user action: None; ","Master of None: Season 1: Indians on TV (Episode 4)","","Apple iPad Mini 4 WiFi","00:28:55","00:28:55","GB (United Kingdom)"
"Astrid",2019-05-18 15:21:11,"00:30:45","Autoplayed: user action: None; ","Master of None: Season 1: Hot Ticket (Episode 3)","","Apple iPad Mini 4 WiFi","00:30:51","00:30:51","GB (United Kingdom)"
"Astrid",2019-05-18 14:54:29,"00:26:40","Autoplayed: user action: None; ","Master of None: Season 1: Parents (Episode 2)","","Apple iPad Mini 4 WiFi","00:26:45","00:26:45","GB (United Kingdom)"
"Astrid",2019-05-18 14:24:43,"00:14:41","","Master of None: Season 1: Plan B (Episode 1)","","Apple iPad Mini 4 WiFi","00:26:57","00:26:57","GB (United Kingdom)"
"Astrid",2019-05-17 22:49:19,"00:00:12","Autoplayed: user action: None; ","Queer Eye: Season 3: When Robert Met Jamie (Episode 4)","","FireTV Stick 2016","00:00:16","00:00:16","GB (United Kingdom)"
"Astrid",2019-05-17 22:01:25,"00:45:44","","Queer Eye: Season 3: Jones Bar-B-Q (Episode 3)","","FireTV Stick 2016","00:45:44","00:45:44","GB (United Kingdom)"
"Astrid",2019-05-17 21:54:39,"00:00:18","Autoplayed: user action: None; ","Queer Eye: Season 3: Jones Bar-B-Q (Episode 3)","","FireTV Stick 2016","00:00:22","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-17 21:09:52,"00:44:46","Autoplayed: user action: None; ","Queer Eye: Season 3: Lost Boy (Episode 2)","","FireTV Stick 2016","00:44:50","00:44:50","GB (United Kingdom)"
"Astrid",2019-05-17 20:37:01,"00:30:17","","Queer Eye: Season 3: From Hunter to Huntee (Episode 1)","","FireTV Stick 2016","00:47:44","00:47:44","GB (United Kingdom)"
"Astrid",2019-05-17 20:08:11,"00:17:38","","Queer Eye: Season 3: From Hunter to Huntee (Episode 1)","","FireTV Stick 2016","00:17:38","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-17 20:07:40,"00:00:28","Autoplayed: user action: None; ","Queer Eye: Season 1 - Jonathan - Character Piece","PROMOTIONAL","FireTV Stick 2016","00:00:28","00:00:28","GB (United Kingdom)"
"Astrid",2019-05-17 20:07:04,"00:00:26","Autoplayed: user action: None; ","RuPaul's Drag Race: Season 9_hook_primary_16x9","HOOK","FireTV Stick 2016","00:00:26","00:00:26","GB (United Kingdom)"
"Astrid",2019-05-17 20:06:35,"00:00:24","Autoplayed: user action: None; ","Queer Eye: Season 1 - Jonathan - Character Piece","PROMOTIONAL","FireTV Stick 2016","00:00:24","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-17 20:05:15,"00:00:43","Autoplayed: user action: None; ","Dead to Me : Season 1 (Trailer)","TRAILER","FireTV Stick 2016","00:00:43","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-17 19:19:10,"00:46:00","","Wine Country","","FireTV Stick 2016","01:38:35","01:38:35","GB (United Kingdom)"
"Astrid",2019-05-17 18:13:45,"00:53:06","","Wine Country","","FireTV Stick 2016","00:52:36","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-17 18:13:34,"00:00:06","Autoplayed: user action: None; ","Wine Country (Trailer)","TRAILER","FireTV Stick 2016","00:00:06","00:00:06","GB (United Kingdom)"
"Astrid",2019-05-17 14:48:13,"00:02:23","","Easy: Season 1: Art and Life (Episode 5)","","Netflix Firefox MAC (Cadmium) HTML 5","00:02:29","00:02:29","GB (United Kingdom)"
"Astrid",2019-05-17 14:19:14,"00:28:58","Autoplayed: user action: Unspecified; ","Easy: Season 1: Controlada (Episode 4)","","Netflix Firefox MAC (Cadmium) HTML 5","00:29:04","00:29:04","GB (United Kingdom)"
"Astrid",2019-05-17 13:44:51,"00:27:31","Autoplayed: user action: Unspecified; ","Easy: Season 1: Brewery Brothers (Episode 3)","","Netflix Firefox MAC (Cadmium) HTML 5","00:28:01","00:28:01","GB (United Kingdom)"
"Astrid",2019-05-17 13:42:09,"00:00:59","Autoplayed: user action: Unspecified; ","Easy: Season 2 (Recap)","RECAP","Netflix Firefox MAC (Cadmium) HTML 5","00:00:59","00:00:59","GB (United Kingdom)"
"Astrid",2019-05-17 13:40:59,"00:01:01","Autoplayed: user action: None; ","Russian Doll: Season 1 (Alan Trailer)","TRAILER","Netflix Firefox MAC (Cadmium) HTML 5","00:01:02","00:01:02","GB (United Kingdom)"
"Astrid",2019-05-17 13:40:14,"00:00:33","Autoplayed: user action: None; ","Dead to Me : Season 1 (:30 Product Preview)","PREVIEW","Netflix Firefox MAC (Cadmium) HTML 5","00:00:34","00:00:34","GB (United Kingdom)"
"Astrid",2019-05-13 13:03:39,"00:30:02","","Dear White People: Volume 2: Chapter VII (Episode 7)","","Apple iPad Mini 4 WiFi","00:31:31","00:31:31","GB (United Kingdom)"
"Astrid",2019-05-13 12:39:48,"00:23:50","","Dear White People: Volume 2: Chapter VI (Episode 6)","","Apple iPad Mini 4 WiFi","00:31:23","00:31:23","GB (United Kingdom)"
"Astrid",2019-05-12 22:45:29,"00:07:32","","Dear White People: Volume 2: Chapter VI (Episode 6)","","Apple iPad Mini 4 WiFi","00:07:32","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-12 22:18:15,"00:27:11","","Dear White People: Volume 2: Chapter V (Episode 5)","","Apple iPad Mini 4 WiFi","00:27:01","00:27:01","GB (United Kingdom)"
"Astrid",2019-05-12 21:50:09,"00:27:55","","Dear White People: Volume 2: Chapter IV (Episode 4)","","Apple iPad Mini 4 WiFi","00:27:55","00:27:55","GB (United Kingdom)"
"Astrid",2019-05-12 21:22:52,"00:27:14","","Dear White People: Volume 2: Chapter III (Episode 3)","","Apple iPad Mini 4 WiFi","00:26:54","00:26:54","GB (United Kingdom)"
"Astrid",2019-05-12 20:41:25,"00:29:17","","Dear White People: Volume 2: Chapter II (Episode 2)","","Apple iPad Mini 4 WiFi","00:29:57","00:29:57","GB (United Kingdom)"
"Astrid",2019-05-12 20:01:27,"00:31:26","","Dear White People: Volume 2: Chapter I (Episode 1)","","Apple iPad Mini 4 WiFi","00:30:46","00:30:46","GB (United Kingdom)"
"Astrid",2019-05-12 19:48:06,"00:13:06","","Dear White People: Volume 1: Chapter X (Episode 10)","","Apple iPad Mini 4 WiFi","00:29:13","00:29:13","GB (United Kingdom)"
"Astrid",2019-05-12 17:10:21,"00:00:45","","Dear White People: Volume 1: Chapter X (Episode 10)","","Apple iPad Mini 4 WiFi","00:16:06","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-12 16:40:32,"00:16:01","","Dear White People: Volume 1: Chapter X (Episode 10)","","Apple iPad Mini 4 WiFi","00:15:21","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-12 16:31:27,"00:09:03","","Dear White People: Volume 1: Chapter IX (Episode 9)","","Apple iPad Mini 4 WiFi","00:19:57","00:19:57","GB (United Kingdom)"
"Astrid",2019-05-11 19:30:19,"00:10:53","","Dear White People: Volume 1: Chapter IX (Episode 9)","","Apple iPad Mini 4 WiFi","00:10:53","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-11 19:17:35,"00:12:42","","Dear White People: Volume 1: Chapter VIII (Episode 8)","","Apple iPad Mini 4 WiFi","00:24:00","00:24:00","GB (United Kingdom)"
"Astrid",2019-05-11 18:52:46,"00:11:38","","Dear White People: Volume 1: Chapter VIII (Episode 8)","","Apple iPad Mini 4 WiFi","00:11:18","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-11 18:17:18,"00:22:18","","Dear White People: Volume 1: Chapter VII (Episode 7)","","Apple iPad Mini 4 WiFi","00:23:15","00:23:15","GB (United Kingdom)"
"Astrid",2019-05-11 17:47:04,"00:21:34","","Dear White People: Volume 1: Chapter VI (Episode 6)","","Apple iPad Mini 4 WiFi","00:25:47","00:25:47","GB (United Kingdom)"
"Astrid",2019-05-10 21:09:19,"00:04:13","","Dear White People: Volume 1: Chapter VI (Episode 6)","","Apple iPad Mini 4 WiFi","00:04:13","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-09 20:04:00,"00:00:29","","Dear White People: Volume 1: Chapter VI (Episode 6)","","Apple iPad Mini 4 WiFi","00:00:29","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-09 19:38:46,"00:25:10","","Dear White People: Volume 1: Chapter V (Episode 5)","","Apple iPad Mini 4 WiFi","00:25:00","00:25:00","GB (United Kingdom)"
"Astrid",2019-05-09 19:12:09,"00:26:33","","Dear White People: Volume 1: Chapter IV (Episode 4)","","Apple iPad Mini 4 WiFi","00:26:33","00:26:33","GB (United Kingdom)"
"Astrid",2019-05-09 18:50:17,"00:21:10","","Dear White People: Volume 1: Chapter III (Episode 3)","","Apple iPad Mini 4 WiFi","00:21:00","00:21:00","GB (United Kingdom)"
"Astrid",2019-05-09 18:20:04,"00:29:26","","Dear White People: Volume 1: Chapter II (Episode 2)","","Apple iPad Mini 4 WiFi","00:29:46","00:29:46","GB (United Kingdom)"
"Astrid",2019-05-09 18:13:10,"00:04:23","","Dear White People: Volume 1: Chapter I (Episode 1)","","Apple iPad Mini 4 WiFi","00:32:08","00:32:08","GB (United Kingdom)"
"Astrid",2019-05-09 16:30:27,"00:28:05","","Dear White People: Volume 1: Chapter I (Episode 1)","","Apple iPad Mini 4 WiFi","00:28:05","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-09 13:45:00,"00:00:01","Autoplayed: user action: Unspecified; ","Miss Fisher's Murder Mysteries: Series 2: Death on the Vine (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:23:59","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-09 13:45:00,"00:27:45","","Miss Fisher's Murder Mysteries: Series 2: Death on the Vine (Episode 10)","","Netflix Firefox MAC (Cadmium) HTML 5","00:51:33","00:51:33","GB (United Kingdom)"
"Astrid",2019-05-09 12:26:16,"00:23:57","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Death on the Vine (Episode 10)","","Apple iPad Mini 4 WiFi","00:23:58","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-09 11:11:08,"00:53:00","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Framed for Murder (Episode 9)","","Apple iPad Mini 4 WiFi","00:51:51","00:51:51","GB (United Kingdom)"
"Astrid",2019-05-09 11:09:35,"00:01:31","","Miss Fisher's Murder Mysteries: Series 2: The Blood of Juana the Mad (Episode 8)","","Apple iPad Mini 4 WiFi","00:50:47","00:50:47","GB (United Kingdom)"
"Astrid",2019-05-08 20:15:16,"00:49:13","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: The Blood of Juana the Mad (Episode 8)","","Apple iPad Mini 4 WiFi","00:49:15","Not latest view","GB (United Kingdom)"
"Astrid",2019-05-08 19:18:57,"00:52:32","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Blood at the Wheel (Episode 7)","","Apple iPad Mini 4 WiFi","00:53:34","00:53:34","GB (United Kingdom)"
"Astrid",2019-05-08 17:56:46,"00:50:42","","Miss Fisher's Murder Mysteries: Series 2: Marked for Murder (Episode 6)","","Apple iPad Mini 4 WiFi","00:50:43","00:50:43","GB (United Kingdom)"
"Astrid",2019-05-01 20:40:29,"00:53:41","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Murder a la Mode (Episode 5)","","Apple iPad Mini 4 WiFi","00:53:42","00:53:42","GB (United Kingdom)"
"Astrid",2019-05-01 19:44:50,"00:54:27","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Deadweight (Episode 4)","","Apple iPad Mini 4 WiFi","00:54:29","00:54:29","GB (United Kingdom)"
"Astrid",2019-05-01 18:42:44,"00:51:42","","Miss Fisher's Murder Mysteries: Series 2: Dead Man's Chest (Episode 3)","","Apple iPad Mini 4 WiFi","00:53:09","00:53:09","GB (United Kingdom)"
"Astrid",2019-04-27 20:27:14,"00:00:45","Autoplayed: user action: None; ","Miss Fisher's Murder Mysteries: Series 2: Dead Man's Chest (Episode 3)","","Apple iPad Mini 4 WiFi","00:01:26","Not latest view","GB (United Kingdom)"
"Astrid",2019-04-27 19:38:35,"00:48:01","","Miss Fisher's Murder Mysteries: Series 2: Death Comes Knocking (Episode 2)","","Apple iPad Mini 4 WiFi","00:53:45","00:53:45","GB (United Kingdom)"
"Kids",2019-04-15 06:21:48,"00:17:56","Autoplayed: user action: Unspecified; ","Trotro: Season 1: Trotro Plays Hide and Seek / Trotro Has a Nice Satchel / Trotro the Little Monster / Trotro Can Read / Trotro Goes Shopping / Trotro the Musician (Episode 1)","","FireTV Stick 2016","00:17:56","00:17:56","GB (United Kingdom)"
"Astrid",2019-04-10 22:30:32,"00:06:17","","Miss Fisher's Murder Mysteries: Series 2: Death Comes Knocking (Episode 2)","","Netflix Chrome MAC (Cadmium) HTML 5","00:06:17","Not latest view","GB (United Kingdom)"
"Astrid",2019-04-10 21:34:53,"00:52:58","Autoplayed: user action: Unspecified; ","Miss Fisher's Murder Mysteries: Series 2: Murder Most Scandalous (Episode 1)","","Netflix Chrome MAC (Cadmium) HTML 5","00:53:38","00:53:38","GB (United Kingdom)"
"Astrid",2019-04-10 21:23:22,"00:11:28","Autoplayed: user action: Unspecified; ","Miss Fisher's Murder Mysteries: Series 1: Murder On The Ballarat Train (Episode 2)","","Netflix Chrome MAC (Cadmium) HTML 5","00:11:28","00:11:28","GB (United Kingdom)"
"Astrid",2019-04-10 21:22:52,"00:00:29","Autoplayed: user action: Unspecified; ","Miss Fisher's Murder Mysteries: Series 1: Cocaine Blues (Episode 1)","","Netflix Chrome MAC (Cadmium) HTML 5","00:00:29","00:00:29","GB (United Kingdom)"
"Astrid",2019-04-10 19:47:04,"01:31:51","Autoplayed: user action: Unspecified; ","Agatha and the Truth of Murder","","Netflix Chrome MAC (Cadmium) HTML 5","01:30:34","01:30:34","GB (United Kingdom)"
"Astrid",2019-03-22 21:28:44,"00:46:06","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 6","","Netflix Chrome MAC (Cadmium) HTML 5","00:46:28","00:46:28","GB (United Kingdom)"
"Astrid",2019-03-22 21:14:35,"00:13:52","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 5","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:38","00:45:38","GB (United Kingdom)"
"Astrid",2019-03-22 17:19:35,"00:31:46","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 5","","Netflix Chrome MAC (Cadmium) HTML 5","00:31:46","Not latest view","GB (United Kingdom)"
"Astrid",2019-03-21 23:39:38,"00:16:39","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 4","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:37","00:45:37","GB (United Kingdom)"
"Astrid",2019-03-21 23:09:31,"00:28:18","","The Durrells: Season 2: Episode 4","","Netflix Chrome MAC (Cadmium) HTML 5","00:28:58","Not latest view","GB (United Kingdom)"
"Astrid",2019-03-21 22:24:19,"00:44:58","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 3","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:38","00:45:38","GB (United Kingdom)"
"Astrid",2019-03-21 21:51:53,"00:32:20","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 2","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:38","00:45:38","GB (United Kingdom)"
"Astrid",2019-03-21 21:31:39,"00:13:04","","The Durrells: Season 2: Episode 2","","Netflix Chrome MAC (Cadmium) HTML 5","00:13:48","Not latest view","GB (United Kingdom)"
"Astrid",2019-03-21 20:36:04,"00:28:51","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 1","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:26","00:45:26","GB (United Kingdom)"
"Astrid",2019-03-21 17:58:52,"00:16:31","Autoplayed: user action: Unspecified; ","The Durrells: Season 2: Episode 1","","Netflix Chrome MAC (Cadmium) HTML 5","00:17:11","Not latest view","GB (United Kingdom)"
"Astrid",2019-03-21 17:17:48,"00:35:54","Autoplayed: user action: Unspecified; ","The Durrells: Season 1: Episode 6","","Netflix Chrome MAC (Cadmium) HTML 5","00:46:01","00:46:01","GB (United Kingdom)"
"Astrid",2019-03-21 16:31:18,"00:45:52","Autoplayed: user action: Unspecified; ","The Durrells: Season 1: Episode 5","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:58","00:45:58","GB (United Kingdom)"
"Astrid",2019-03-21 16:01:31,"00:29:09","Autoplayed: user action: Unspecified; ","The Durrells: Season 1: Episode 4","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:57","00:45:57","GB (United Kingdom)"
"Astrid",2019-03-06 22:55:36,"00:17:02","","Folge 4: English Title: Episode 4","","Netflix Chrome MAC (Cadmium) HTML 5","00:17:08","Not latest view","CH (Switzerland)"
"Astrid",2019-03-06 22:12:22,"00:43:11","","The Durrells: Season 1: Episode 3","","Netflix Chrome MAC (Cadmium) HTML 5","00:45:38","00:45:38","GB (United Kingdom)"
"Astrid",2019-03-06 20:53:12,"00:02:21","Autoplayed: user action: None; ","The Durrells: Season 1: Episode 3","","Netflix Chrome MAC (Cadmium) HTML 5","00:02:27","Not latest view","GB (United Kingdom)"
